Plant #,Region,Pop,Long,Lat
QH-W-10-30,West,W-10,-109.7266786,38.7634533
QH-W-10-31,West,W-10,-109.7262609,38.76344874
QH-W-11-1,West,W-11,-107.1716702,34.99828658
QH-W-11-2,West,W-11,-107.1716702,34.99828658
QH-W-11-3,West,W-11,-107.1716702,34.99828658
QH-W-11-4,West,W-11,-107.1716702,34.99828658
QH-W-11-5,West,W-11,-107.1716702,34.99828658
QH-W-11-6,West,W-11,-107.1716702,34.99828658
QH-W-11-7,West,W-11,-107.1716702,34.99828658
QH-W-11-8,West,W-11,-107.1716702,34.99828658
QH-W-11-9,West,W-11,-107.1716702,34.99828658
QH-W-11-10,West,W-11,-107.1716702,34.99828658
QH-W-11-11,West,W-11,-107.1716702,34.99828658
QH-W-11-12,West,W-11,-107.1716702,34.99828658
QH-W-11-13,West,W-11,-107.1716702,34.99828658
QH-W-11-14,West,W-11,-107.1716702,34.99828658
QH-W-11-15,West,W-11,-107.1716702,34.99828658
QH-W-11-16,West,W-11,-107.1716702,34.99828658
QH-W-11-17,West,W-11,-107.1716702,34.99828658
QH-W-11-18,West,W-11,-107.1716702,34.99828658
QH-W-11-19,West,W-11,-107.1716702,34.99828658
QH-W-11-20,West,W-11,-107.1716702,34.99828658
QH-W-12-1,West,W-12,-105.1060839,38.50230929
QH-W-12-2,West,W-12,-105.1060839,38.50230929
QH-W-12-3,West,W-12,-105.1060839,38.50230929
QH-W-12-4,West,W-12,-105.1060839,38.50230929
QH-W-12-5,West,W-12,-105.1060839,38.50230929
QH-W-12-6,West,W-12,-105.1060839,38.50230929
QH-W-12-7,West,W-12,-105.1060839,38.50230929
QH-W-12-8,West,W-12,-105.1060839,38.50230929
QH-W-12-9,West,W-12,-105.1060839,38.50230929
QH-W-12-10,West,W-12,-105.1060839,38.50230929
QH-W-12-11,West,W-12,-105.1060839,38.50230929
QH-W-12-12,West,W-12,-105.1060839,38.50230929
QH-W-12-13,West,W-12,-105.1060839,38.50230929
QH-W-12-14,West,W-12,-105.1060839,38.50230929
QH-W-12-15,West,W-12,-105.1060839,38.50230929
QH-W-12-16,West,W-12,-105.1060839,38.50230929
QH-W-12-17,West,W-12,-105.1060839,38.50230929
QH-W-12-18,West,W-12,-105.1060839,38.50230929
QH-W-12-19,West,W-12,-105.1060839,38.50230929
QH-W-12-20,West,W-12,-105.1060839,38.50230929
QH-W-AUX1,West,W-AUX1,-109.9122742,37.24164838
QH-W-AUX1-1,West,W-AUX1,-109.9122742,37.24164838
QH-W-AUX1-2,West,W-AUX1,-109.9122742,37.24164838
QH-W-AUX1-3,West,W-AUX1,-109.9122742,37.24164838
QH-W-AUX1-4,West,W-AUX1,-109.9122742,37.24164838
QH-W-AUX1-5,West,W-AUX1,-109.9122742,37.24164838
QH-W-AUX1-6,West,W-AUX1,-109.9122742,37.24164838
QH-W-AUX1-7,West,W-AUX1,-109.9122742,37.24164838
QH-W-AUX1-8,West,W-AUX1,-109.9122742,37.24164838
QH-W-AUX2-1,West,W-AUX2,-109.6339313,37.52253571
QH-W-AUX2-2,West,W-AUX2,-109.6339313,37.52253571
QH-W-AUX2-3,West,W-AUX2,-109.6339313,37.52253571
QH-W-AUX2-4,West,W-AUX2,-109.6339313,37.52253571
QH-W-AUX2-5,West,W-AUX2,-109.6339313,37.52253571
QH-W-AUX3-1,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-2,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-3,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-4,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-5,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-6,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-7,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-8,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-9,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-10,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-11,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-12,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-13,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-14,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-15,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-16,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-17,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX3-18,West,W-AUX3,-110.5687905,38.00006011
QH-W-AUX4,West,W-AUX4,-109.6946041,38.69719285
QH-W-AUX4-1,West,W-AUX4,-109.6946041,38.69719285
QH-W-AUX10,West,W-AUX10,-109.6572654,38.69987079
QH-W-AUX10-1,West,W-AUX10,-109.6572654,38.69987079
QH-W-AUX10-2,West,W-AUX10,-109.6572654,38.69987079
QH-W-AUX10-3,West,W-AUX10,-109.6572654,38.69987079
